"","time","N"
"1",0,0.0075187969924812
"2",0.0145171054837927,0.0150375939849624
"3",0.0164554856210594,0.0225563909774436
"4",0.106122802572196,0.0150375939849624
"5",0.177907061126169,0.0225563909774436
"6",0.202435046811095,0.0300751879699248
"7",0.244277444901634,0.037593984962406
"8",0.244759256528844,0.0451127819548872
"9",0.268704067975059,0.037593984962406
"10",0.276765404373326,0.0451127819548872
"11",0.289054706011655,0.0526315789473684
"12",0.299891306270802,0.0451127819548872
"13",0.337649521187354,0.0526315789473684
"14",0.363603210168171,0.0601503759398496
"15",0.378982737235388,0.0676691729323308
"16",0.390612167900359,0.075187969924812
"17",0.415487194662612,0.0827067669172932
"18",0.417444113494647,0.0902255639097744
"19",0.423404132381509,0.0827067669172932
"20",0.427631111863709,0.0902255639097744
"21",0.444978307468709,0.0977443609022556
"22",0.451930715864022,0.0902255639097744
"23",0.459445430919389,0.0977443609022556
"24",0.487893607621087,0.105263157894737
"25",0.492008952464529,0.112781954887218
"26",0.504123076403503,0.105263157894737
"27",0.507281410811325,0.112781954887218
"28",0.509351138235649,0.120300751879699
"29",0.516916681658383,0.12781954887218
"30",0.524476584008295,0.135338345864662
"31",0.525936053717087,0.142857142857143
"32",0.526739998024403,0.150375939849624
"33",0.534059837356481,0.157894736842105
"34",0.538944627369263,0.165413533834586
"35",0.541989083246759,0.172932330827068
"36",0.543110585935261,0.180451127819549
"37",0.550420432168554,0.18796992481203
"38",0.554723586563278,0.195488721804511
"39",0.560161530173773,0.18796992481203
"40",0.561412152874015,0.195488721804511
"41",0.562611747653071,0.203007518796992
"42",0.567701771281727,0.210526315789474
"43",0.573215624189592,0.218045112781955
"44",0.578686027225489,0.225563909774436
"45",0.585668945165337,0.233082706766917
"46",0.591548590065427,0.225563909774436
"47",0.592104464152239,0.218045112781955
"48",0.596449946377135,0.225563909774436
"49",0.596605146110573,0.233082706766917
"50",0.60413314799462,0.240601503759398
"51",0.604846260070817,0.24812030075188
"52",0.626954134652015,0.240601503759398
"53",0.632036678468022,0.233082706766917
"54",0.638406091384126,0.240601503759398
"55",0.643202870780801,0.24812030075188
"56",0.645431804377396,0.255639097744361
"57",0.648132272547448,0.263157894736842
"58",0.658751423038149,0.270676691729323
"59",0.660208697602898,0.263157894736842
"60",0.664112049655802,0.270676691729323
"61",0.664824896880381,0.278195488721804
"62",0.666185829940241,0.270676691729323
"63",0.68003255401694,0.278195488721804
"64",0.688020785561947,0.270676691729323
"65",0.695498350333926,0.278195488721804
"66",0.697347321904653,0.285714285714286
"67",0.6975865268376,0.293233082706767
"68",0.69910388774752,0.300751879699248
"69",0.701284722446073,0.293233082706767
"70",0.701843152527553,0.300751879699248
"71",0.70234224770262,0.308270676691729
"72",0.70236709742102,0.300751879699248
"73",0.7030502873674,0.308270676691729
"74",0.704183177820687,0.315789473684211
"75",0.704917838272747,0.308270676691729
"76",0.705523944338753,0.315789473684211
"77",0.723986678826247,0.323308270676692
"78",0.72460754481926,0.330827067669173
"79",0.7253369258201,0.338345864661654
"80",0.72860667053122,0.345864661654135
"81",0.728760519119146,0.338345864661654
"82",0.7303491959531,0.330827067669173
"83",0.730857445731173,0.338345864661654
"84",0.734460243485593,0.330827067669173
"85",0.742148614902546,0.338345864661654
"86",0.7472307963501,0.345864661654135
"87",0.74857039672556,0.353383458646617
"88",0.7522489262574,0.360902255639098
"89",0.753534396435447,0.368421052631579
"90",0.7622628384468,0.37593984962406
"91",0.763208585710907,0.383458646616541
"92",0.765724237485073,0.390977443609023
"93",0.767157945268293,0.398496240601504
"94",0.769994050166913,0.406015037593985
"95",0.770564984100087,0.413533834586466
"96",0.771274575662287,0.421052631578947
"97",0.775852830515533,0.428571428571429
"98",0.780091639838367,0.43609022556391
"99",0.78360107362138,0.443609022556391
"100",0.784847927260373,0.451127819548872
"101",0.789322336035926,0.443609022556391
"102",0.792564369955973,0.451127819548872
"103",0.792724886223013,0.458646616541353
"104",0.792795996217046,0.451127819548872
"105",0.794545707913026,0.458646616541353
"106",0.795169938073466,0.466165413533835
"107",0.795840236758553,0.473684210526316
"108",0.796570982950747,0.481203007518797
"109",0.79788349364574,0.473684210526316
"110",0.805980287622146,0.481203007518797
"111",0.808453085558467,0.488721804511278
"112",0.80885437246992,0.496240601503759
"113",0.80923870824474,0.488721804511278
"114",0.809239002820813,0.496240601503759
"115",0.81076049220368,0.503759398496241
"116",0.814495008698833,0.511278195488722
"117",0.818047059146673,0.503759398496241
"118",0.821014887579046,0.496240601503759
"119",0.821455777334247,0.488721804511278
"120",0.825547792842673,0.496240601503759
"121",0.825944663940813,0.503759398496241
"122",0.829925698482753,0.511278195488722
"123",0.833045233286867,0.518796992481203
"124",0.83313811713108,0.526315789473684
"125",0.8339542296344,0.533834586466165
"126",0.83432153230554,0.541353383458647
"127",0.838393596815453,0.548872180451128
"128",0.83861420277326,0.541353383458647
"129",0.839487549608493,0.548872180451128
"130",0.83982462315404,0.556390977443609
"131",0.840775219665093,0.548872180451128
"132",0.845816303961287,0.556390977443609
"133",0.847460900754027,0.56390977443609
"134",0.851732928834033,0.556390977443609
"135",0.85541299566202,0.56390977443609
"136",0.85552698161514,0.571428571428571
"137",0.85953122052162,0.578947368421053
"138",0.862241578592467,0.586466165413534
"139",0.864117972332026,0.593984962406015
"140",0.86483947645246,0.586466165413534
"141",0.8719840522403,0.593984962406015
"142",0.87261297554634,0.601503759398496
"143",0.8731184650359,0.609022556390977
"144",0.875379086710193,0.616541353383459
"145",0.876699606274707,0.62406015037594
"146",0.87709132463164,0.631578947368421
"147",0.8795078435096,0.639097744360902
"148",0.883656155667587,0.646616541353383
"149",0.884599314479187,0.639097744360902
"150",0.88524543145422,0.646616541353383
"151",0.88559917635358,0.654135338345865
"152",0.886373527404906,0.661654135338346
"153",0.891287050684333,0.669172932330827
"154",0.89215524478514,0.661654135338346
"155",0.89464955253502,0.654135338345865
"156",0.897221129561946,0.661654135338346
"157",0.89813911835472,0.669172932330827
"158",0.898725259267233,0.676691729323308
"159",0.904875813296346,0.669172932330827
"160",0.907301359205106,0.676691729323308
"161",0.908264358368246,0.669172932330827
"162",0.90841032281768,0.661654135338346
"163",0.909310205968726,0.669172932330827
"164",0.909583970324626,0.676691729323308
"165",0.910967456100693,0.684210526315789
"166",0.911355332282393,0.691729323308271
"167",0.91356031861234,0.684210526315789
"168",0.91409866330394,0.691729323308271
"169",0.917490156788826,0.699248120300752
"170",0.91770247493642,0.706766917293233
"171",0.918054638125546,0.714285714285714
"172",0.922964553799426,0.721804511278195
"173",0.925711910808653,0.729323308270677
"174",0.92885159317042,0.736842105263158
"175",0.929269597750087,0.744360902255639
"176",0.930499156568493,0.75187969924812
"177",0.931029410658807,0.759398496240602
"178",0.93117949482904,0.766917293233083
"179",0.932490920419973,0.774436090225564
"180",0.932699503673113,0.781954887218045
"181",0.933583666083993,0.774436090225564
"182",0.934328107824853,0.781954887218045
"183",0.935353185350847,0.789473684210526
"184",0.935659472766553,0.796992481203007
"185",0.936032428783666,0.804511278195489
"186",0.936893051003413,0.81203007518797
"187",0.937056747676967,0.804511278195489
"188",0.937931868565647,0.796992481203007
"189",0.938600136515946,0.804511278195489
"190",0.93910751065388,0.796992481203007
"191",0.939497051745867,0.804511278195489
"192",0.941385174858406,0.81203007518797
"193",0.94396845418318,0.819548872180451
"194",0.94596119002888,0.827067669172932
"195",0.94629367279512,0.834586466165414
"196",0.948324810132346,0.842105263157895
"197",0.94848202654948,0.849624060150376
"198",0.94939675798514,0.857142857142857
"199",0.952651003502913,0.864661654135338
"200",0.955324265905707,0.857142857142857
"201",0.956565930792793,0.849624060150376
"202",0.957427921277787,0.857142857142857
"203",0.959898460221847,0.864661654135338
"204",0.960060504322087,0.87218045112782
"205",0.962545982713633,0.879699248120301
"206",0.96307236719488,0.887218045112782
"207",0.965964867641333,0.879699248120301
"208",0.966143421864427,0.87218045112782
"209",0.966839370500926,0.879699248120301
"210",0.96749036931036,0.887218045112782
"211",0.967817958346587,0.894736842105263
"212",0.968182486294107,0.902255639097744
"213",0.970631371185546,0.909774436090226
"214",0.971988800192427,0.902255639097744
"215",0.97238640467304,0.909774436090226
"216",0.97290367392202,0.917293233082707
"217",0.973248609941113,0.924812030075188
"218",0.973491288825127,0.932330827067669
"219",0.974622609689213,0.924812030075188
"220",0.975003754962913,0.932330827067669
"221",0.97675668914106,0.93984962406015
"222",0.979030155025947,0.932330827067669
"223",0.979250738030453,0.93984962406015
"224",0.981848478805467,0.947368421052632
"225",0.982672268444707,0.954887218045113
"226",0.983839148588746,0.947368421052632
"227",0.984135812054933,0.954887218045113
"228",0.984468244501493,0.947368421052632
"229",0.985276660928266,0.954887218045113
"230",0.987082765491953,0.947368421052632
"231",0.987364439386613,0.954887218045113
"232",0.988022399318213,0.962406015037594
"233",0.988381955322333,0.969924812030075
"234",0.99017466424764,0.962406015037594
"235",0.990345667114967,0.969924812030075
"236",0.990685688574433,0.962406015037594
"237",0.99071227719134,0.969924812030075
"238",0.991460660633893,0.977443609022556
"239",0.99223017810486,0.969924812030075
"240",0.992582017410613,0.977443609022556
"241",0.993024824495147,0.984962406015038
"242",0.995400696598393,0.992481203007519
"243",0.995634766585047,0.984962406015038
"244",0.995804685389573,0.992481203007519
"245",0.99598389146886,1
"246",1,0.992481203007519
